country,year,sex,population,suicides/100k pop,HDI for year, gdp_for_year  ,gdp_per_capita ,generation,suicides_no,mean_age
Albania,1993,male,24200,4.13,0.7472515337423313,1228071038,437,G.I. Generation,1,85
Albania,1993,male,230100,3.91,0.7472515337423313,1228071038,437,Boomers,9,30
Albania,1993,female,285300,3.51,0.7472515337423313,1228071038,437,Generation X,10,20
Albania,1993,male,350300,2.85,0.7472515337423313,1228071038,437,Boomers,10,45
Albania,1993,female,261800,2.67,0.7472515337423313,1228071038,437,Boomers,7,30
Albania,1993,female,331200,2.11,0.7472515337423313,1228071038,437,Boomers,7,45
Albania,1993,female,169500,1.18,0.7472515337423313,1228071038,437,Silent,2,65
Albania,1993,female,340300,0.29,0.7472515337423313,1228071038,437,Millenials,1,10
Albania,1993,male,367000,0.27,0.7472515337423313,1228071038,437,Millenials,1,10
Albania,1994,male,24600,8.13,0.7472515337423313,1985673798,697,G.I. Generation,2,85
Albania,1994,male,171400,6.42,0.7472515337423313,1985673798,697,Silent,11,65
Albania,1994,female,39900,5.01,0.7472515337423313,1985673798,697,G.I. Generation,2,85
Albania,1994,male,231400,2.59,0.7472515337423313,1985673798,697,Boomers,6,30
Albania,1994,male,362800,2.48,0.7472515337423313,1985673798,697,Boomers,9,45
Albania,1994,male,242200,2.48,0.7472515337423313,1985673798,697,Generation X,6,20
Albania,1994,female,282600,2.12,0.7472515337423313,1985673798,697,Generation X,6,20
Albania,1994,female,261100,1.53,0.7472515337423313,1985673798,697,Boomers,4,30
Albania,1994,female,342500,0.58,0.7472515337423313,1985673798,697,Boomers,2,45
Albania,1994,female,174600,0.57,0.7472515337423313,1985673798,697,Silent,1,65
Albania,1994,male,371800,0.27,0.7472515337423313,1985673798,697,Millenials,1,10
Albania,1996,male,25400,7.87,0.7472515337423313,3314898292,1127,G.I. Generation,2,85
Albania,1996,male,243600,6.98,0.7472515337423313,3314898292,1127,Generation X,17,20
Albania,1996,male,235300,5.95,0.7472515337423313,3314898292,1127,Generation X,14,30
Albania,1996,female,287700,5.56,0.7472515337423313,3314898292,1127,Generation X,16,20
Albania,1996,female,41200,4.85,0.7472515337423313,3314898292,1127,G.I. Generation,2,85
Albania,1996,female,267900,3.73,0.7472515337423313,3314898292,1127,Generation X,10,30
Albania,1996,male,379600,3.16,0.7472515337423313,3314898292,1127,Boomers,12,45
Albania,1996,female,362000,2.49,0.7472515337423313,3314898292,1127,Boomers,9,45
Albania,1996,male,179900,1.67,0.7472515337423313,3314898292,1127,Silent,3,65
Albania,1996,female,183100,0.55,0.7472515337423313,3314898292,1127,Silent,1,65
Albania,1996,male,380400,0.53,0.7472515337423313,3314898292,1127,Millenials,2,10
Albania,1996,female,354100,0.28,0.7472515337423313,3314898292,1127,Millenials,1,10
Albania,1997,male,236000,15.25,0.7472515337423313,2359903108,793,Generation X,36,30
Albania,1997,male,244400,13.5,0.7472515337423313,2359903108,793,Generation X,33,20
Albania,1997,male,25400,11.81,0.7472515337423313,2359903108,793,G.I. Generation,3,85
Albania,1997,male,380800,7.88,0.7472515337423313,2359903108,793,Boomers,30,45
Albania,1997,female,294000,7.14,0.7472515337423313,2359903108,793,Generation X,21,20
Albania,1997,male,180300,6.66,0.7472515337423313,2359903108,793,Silent,12,65
Albania,1997,female,273900,5.84,0.7472515337423313,2359903108,793,Generation X,16,30
Albania,1997,female,42100,4.75,0.7472515337423313,2359903108,793,G.I. Generation,2,85
Albania,1997,female,370100,1.89,0.7472515337423313,2359903108,793,Boomers,7,45
Albania,1997,female,361800,1.66,0.7472515337423313,2359903108,793,Millenials,6,10
Albania,1997,male,381500,1.05,0.7472515337423313,2359903108,793,Millenials,4,10
Albania,1998,male,25800,11.63,0.7472515337423313,2707123772,899,G.I. Generation,3,85
Albania,1998,male,248800,10.85,0.7472515337423313,2707123772,899,Generation X,27,20
Albania,1998,female,295600,10.83,0.7472515337423313,2707123772,899,Generation X,32,20
Albania,1998,male,240400,10.82,0.7472515337423313,2707123772,899,Generation X,26,30
Albania,1998,male,388200,7.47,0.7472515337423313,2707123772,899,Boomers,29,45
Albania,1998,male,183800,4.9,0.7472515337423313,2707123772,899,Silent,9,65
Albania,1998,female,275300,3.63,0.7472515337423313,2707123772,899,Generation X,10,30
Albania,1998,female,188200,3.19,0.7472515337423313,2707123772,899,Silent,6,65
Albania,1998,female,372100,2.42,0.7472515337423313,2707123772,899,Boomers,9,45
Albania,1998,male,388400,0.51,0.7472515337423313,2707123772,899,Millenials,2,10
Albania,1998,female,363800,0.27,0.7472515337423313,2707123772,899,Millenials,1,10
Albania,1999,male,25900,11.58,0.7472515337423313,3414760915,1127,G.I. Generation,3,85
Albania,1999,male,250600,9.58,0.7472515337423313,3414760915,1127,Generation X,24,20
Albania,1999,female,42400,9.43,0.7472515337423313,3414760915,1127,G.I. Generation,4,85
Albania,1999,male,391100,7.93,0.7472515337423313,3414760915,1127,Boomers,31,45
Albania,1999,male,242300,7.84,0.7472515337423313,3414760915,1127,Generation X,19,30
Albania,1999,male,185200,7.56,0.7472515337423313,3414760915,1127,Silent,14,65
Albania,1999,female,296800,6.4,0.7472515337423313,3414760915,1127,Generation X,19,20
Albania,1999,female,276500,4.7,0.7472515337423313,3414760915,1127,Generation X,13,30
Albania,1999,female,188800,3.18,0.7472515337423313,3414760915,1127,Silent,6,65
Albania,1999,female,373600,1.34,0.7472515337423313,3414760915,1127,Boomers,5,45
Albania,1999,female,365200,0.27,0.7472515337423313,3414760915,1127,Millenials,1,10
Albania,2001,male,206484,10.65,0.7472515337423313,4060758804,1451,Generation X,22,30
Albania,2001,male,378826,8.98,0.7472515337423313,4060758804,1451,Boomers,34,45
Albania,2001,male,196670,5.59,0.7472515337423313,4060758804,1451,Silent,11,65
Albania,2001,female,47254,4.23,0.7472515337423313,4060758804,1451,Silent,2,85
Albania,2001,male,256039,3.91,0.7472515337423313,4060758804,1451,Millenials,10,20
Albania,2001,female,271359,3.32,0.7472515337423313,4060758804,1451,Millenials,9,20
Albania,2001,female,370191,3.24,0.7472515337423313,4060758804,1451,Boomers,12,45
Albania,2001,male,31044,3.22,0.7472515337423313,4060758804,1451,Silent,1,85
Albania,2001,female,189799,3.16,0.7472515337423313,4060758804,1451,Silent,6,65
Albania,2001,male,321556,1.87,0.7472515337423313,4060758804,1451,Millenials,6,10
Albania,2001,female,222771,1.8,0.7472515337423313,4060758804,1451,Generation X,4,30
Albania,2001,female,307356,0.65,0.7472515337423313,4060758804,1451,Millenials,2,10
Albania,2002,male,31007,12.9,0.7472515337423313,4435078648,1573,Silent,4,85
Albania,2002,male,206286,11.15,0.7472515337423313,4435078648,1573,Generation X,23,30
Albania,2002,male,382139,9.16,0.7472515337423313,4435078648,1573,Boomers,35,45
Albania,2002,male,198130,6.56,0.7472515337423313,4435078648,1573,Silent,13,65
Albania,2002,male,263067,5.7,0.7472515337423313,4435078648,1573,Millenials,15,20
Albania,2002,female,275970,5.07,0.7472515337423313,4435078648,1573,Millenials,14,20
Albania,2002,female,375113,4.0,0.7472515337423313,4435078648,1573,Boomers,15,45
Albania,2002,female,223685,3.13,0.7472515337423313,4435078648,1573,Generation X,7,30
Albania,2002,female,47407,2.11,0.7472515337423313,4435078648,1573,Silent,1,85
Albania,2002,female,191712,2.09,0.7472515337423313,4435078648,1573,Silent,4,65
Albania,2002,female,304850,0.33,0.7472515337423313,4435078648,1573,Millenials,1,10
Albania,2002,male,319473,0.31,0.7472515337423313,4435078648,1573,Millenials,1,10
Albania,2003,female,49088,12.22,0.7472515337423313,5746945913,2021,Silent,6,85
Albania,2003,male,201520,7.94,0.7472515337423313,5746945913,2021,Silent,16,65
Albania,2003,male,386196,7.25,0.7472515337423313,5746945913,2021,Boomers,28,45
Albania,2003,male,273235,5.49,0.7472515337423313,5746945913,2021,Millenials,15,20
Albania,2003,female,283709,4.93,0.7472515337423313,5746945913,2021,Millenials,14,20
Albania,2003,female,195699,4.6,0.7472515337423313,5746945913,2021,Silent,9,65
Albania,2003,male,205433,4.38,0.7472515337423313,5746945913,2021,Generation X,9,30
Albania,2003,female,222941,4.04,0.7472515337423313,5746945913,2021,Generation X,9,30
Albania,2003,female,381760,3.41,0.7472515337423313,5746945913,2021,Boomers,13,45
Albania,2003,male,32667,3.06,0.7472515337423313,5746945913,2021,Silent,1,85
Albania,2003,male,313204,1.28,0.7472515337423313,5746945913,2021,Millenials,4,10
Albania,2004,male,35526,11.26,0.7472515337423313,7314865176,2544,Silent,4,85
Albania,2004,male,391767,9.95,0.7472515337423313,7314865176,2544,Boomers,39,45
Albania,2004,male,203938,7.85,0.7472515337423313,7314865176,2544,Generation X,16,30
Albania,2004,female,292268,6.84,0.7472515337423313,7314865176,2544,Millenials,20,20
Albania,2004,male,286768,6.63,0.7472515337423313,7314865176,2544,Millenials,19,20
Albania,2004,female,50970,5.89,0.7472515337423313,7314865176,2544,Silent,3,85
Albania,2004,female,222389,4.95,0.7472515337423313,7314865176,2544,Generation X,11,30
Albania,2004,male,207202,4.83,0.7472515337423313,7314865176,2544,Silent,10,65
Albania,2004,female,391436,4.34,0.7472515337423313,7314865176,2544,Boomers,17,45
Albania,2004,female,203841,1.47,0.7472515337423313,7314865176,2544,Silent,3,65
Albania,2004,female,286705,1.05,0.7472515337423313,7314865176,2544,Millenials,3,10
Albania,2004,male,302181,0.33,0.7472515337423313,7314865176,2544,Millenials,1,10
Albania,2007,male,42366,18.88,0.7472515337423313,10701011897,3863,Silent,8,85
Albania,2007,male,378626,7.66,0.7472515337423313,10701011897,3863,Boomers,29,45
Albania,2007,male,224160,6.25,0.7472515337423313,10701011897,3863,Silent,14,65
Albania,2007,female,57404,5.23,0.7472515337423313,10701011897,3863,Silent,3,85
Albania,2007,male,172494,5.22,0.7472515337423313,10701011897,3863,Generation X,9,30
Albania,2007,female,281080,4.63,0.7472515337423313,10701011897,3863,Millenials,13,20
Albania,2007,male,288349,4.51,0.7472515337423313,10701011897,3863,Millenials,13,20
Albania,2007,female,183629,4.36,0.7472515337423313,10701011897,3863,Generation X,8,30
Albania,2007,female,221120,4.07,0.7472515337423313,10701011897,3863,Silent,9,65
Albania,2007,female,391811,3.57,0.7472515337423313,10701011897,3863,Boomers,14,45
Albania,2007,male,272497,1.47,0.7472515337423313,10701011897,3863,Generation Z,4,10
Albania,2008,male,172855,12.15,0.7472515337423313,12881352688,4672,Generation X,21,30
Albania,2008,male,377119,9.81,0.7472515337423313,12881352688,4672,Boomers,37,45
Albania,2008,male,228672,9.18,0.7472515337423313,12881352688,4672,Silent,21,65
Albania,2008,female,59369,8.42,0.7472515337423313,12881352688,4672,Silent,5,85
Albania,2008,female,276073,7.24,0.7472515337423313,12881352688,4672,Millenials,20,20
Albania,2008,female,182663,4.93,0.7472515337423313,12881352688,4672,Generation X,9,30
Albania,2008,female,393832,4.82,0.7472515337423313,12881352688,4672,Boomers,19,45
Albania,2008,male,44574,4.49,0.7472515337423313,12881352688,4672,Silent,2,85
Albania,2008,male,286702,3.84,0.7472515337423313,12881352688,4672,Millenials,11,20
Albania,2008,female,226448,3.09,0.7472515337423313,12881352688,4672,Silent,7,65
Albania,2008,male,262464,2.67,0.7472515337423313,12881352688,4672,Generation Z,7,10
Albania,2008,female,246288,0.41,0.7472515337423313,12881352688,4672,Generation Z,1,10
Antigua and Barbuda,1990,male,5799,17.24,0.7472515337423313,459469074,7744,Silent,1,45
Antigua and Barbuda,1993,male,6668,15.0,0.7472515337423313,535172778,8453,Boomers,1,30
Antigua and Barbuda,2000,male,10033,9.97,0.7472515337423313,830158778,11021,Boomers,1,45
Antigua and Barbuda,2001,male,10281,19.45,0.7472515337423313,800740259,10468,Boomers,2,45
Antigua and Barbuda,2004,male,11406,8.77,0.7472515337423313,919577148,11535,Boomers,1,45
Antigua and Barbuda,2007,male,12530,7.98,0.7472515337423313,1311401333,15775,Boomers,1,45
Antigua and Barbuda,2015,female,6403,15.62,0.7472515337423313,1364863037,14853,Boomers,1,65
Argentina,1986,male,2246900,9.3,0.7472515337423313,110934442763,4072,Boomers,209,30
Argentina,1986,female,540200,8.89,0.7472515337423313,110934442763,4072,G.I. Generation,48,85
Argentina,1986,female,2317100,8.67,0.7472515337423313,110934442763,4072,G.I. Generation,201,65
Argentina,1986,male,2428900,7.66,0.7472515337423313,110934442763,4072,Generation X,186,20
Argentina,1986,female,3374300,5.57,0.7472515337423313,110934442763,4072,Silent,188,45
Argentina,1986,female,2197600,4.37,0.7472515337423313,110934442763,4072,Boomers,96,30
Argentina,1986,female,2367600,4.27,0.7472515337423313,110934442763,4072,Generation X,101,20
Argentina,1986,male,3061400,0.33,0.7472515337423313,110934442763,4072,Generation X,10,10
Argentina,1986,female,2971900,0.24,0.7472515337423313,110934442763,4072,Generation X,7,10
Argentina,1987,female,547000,10.42,0.7472515337423313,111106191358,4026,G.I. Generation,57,85
Argentina,1987,female,2347300,9.54,0.7472515337423313,111106191358,4026,G.I. Generation,224,65
Argentina,1987,male,2276200,8.44,0.7472515337423313,111106191358,4026,Boomers,192,30
Argentina,1987,male,2460600,7.27,0.7472515337423313,111106191358,4026,Generation X,179,20
Argentina,1987,female,3418300,6.11,0.7472515337423313,111106191358,4026,Silent,209,45
Argentina,1987,female,2226200,4.0,0.7472515337423313,111106191358,4026,Boomers,89,30
Argentina,1987,female,2398400,3.88,0.7472515337423313,111106191358,4026,Generation X,93,20
Argentina,1987,male,3101300,0.48,0.7472515337423313,111106191358,4026,Generation X,15,10
Argentina,1987,female,3010700,0.47,0.7472515337423313,111106191358,4026,Generation X,14,10
Argentina,1988,female,602000,10.13,0.7472515337423313,126206817196,4458,G.I. Generation,61,85
Argentina,1988,female,2412000,9.66,0.7472515337423313,126206817196,4458,G.I. Generation,233,65
Argentina,1988,male,2276000,9.45,0.7472515337423313,126206817196,4458,Boomers,215,30
Argentina,1988,male,2524000,8.36,0.7472515337423313,126206817196,4458,Generation X,211,20
Argentina,1988,female,3508000,5.64,0.7472515337423313,126206817196,4458,Silent,198,45
Argentina,1988,female,2459000,4.11,0.7472515337423313,126206817196,4458,Generation X,101,20
Argentina,1988,female,2228000,2.74,0.7472515337423313,126206817196,4458,Boomers,61,30
Argentina,1988,male,3210000,0.62,0.7472515337423313,126206817196,4458,Generation X,20,10
Argentina,1988,female,3115000,0.35,0.7472515337423313,126206817196,4458,Generation X,11,10
Argentina,1989,female,622000,10.45,0.7472515337423313,76636898036,2670,G.I. Generation,65,85
Argentina,1989,male,2287000,9.58,0.7472515337423313,76636898036,2670,Boomers,219,30
Argentina,1989,female,2446000,8.22,0.7472515337423313,76636898036,2670,G.I. Generation,201,65
Argentina,1989,male,2575000,7.22,0.7472515337423313,76636898036,2670,Generation X,186,20
Argentina,1989,female,3563000,4.66,0.7472515337423313,76636898036,2670,Silent,166,45
Argentina,1989,female,2240000,3.71,0.7472515337423313,76636898036,2670,Boomers,83,30
Argentina,1989,female,2509000,3.19,0.7472515337423313,76636898036,2670,Generation X,80,20
Argentina,1989,male,3245000,0.55,0.7472515337423313,76636898036,2670,Generation X,18,10
Argentina,1989,female,3149000,0.35,0.7472515337423313,76636898036,2670,Generation X,11,10
Argentina,1991,male,2130000,21.08,0.7472515337423313,189719984268,6404,Silent,449,65
Argentina,1991,male,3580000,11.12,0.7472515337423313,189719984268,6404,Boomers,398,45
Argentina,1991,male,2277000,9.4,0.7472515337423313,189719984268,6404,Boomers,214,30
Argentina,1991,female,658000,7.6,0.7472515337423313,189719984268,6404,G.I. Generation,50,85
Argentina,1991,female,2508000,6.74,0.7472515337423313,189719984268,6404,Silent,169,65
Argentina,1991,male,2738000,6.54,0.7472515337423313,189719984268,6404,Generation X,179,20
Argentina,1991,female,3691000,3.6,0.7472515337423313,189719984268,6404,Boomers,133,45
Argentina,1991,female,2310000,3.33,0.7472515337423313,189719984268,6404,Boomers,77,30
Argentina,1991,female,2689000,2.27,0.7472515337423313,189719984268,6404,Generation X,61,20
Argentina,1991,male,3369000,0.83,0.7472515337423313,189719984268,6404,Millenials,28,10
Argentina,1991,female,3277000,0.27,0.7472515337423313,189719984268,6404,Millenials,9,10
Argentina,1992,male,2306200,9.84,0.7472515337423313,228788617202,7615,Boomers,227,30
Argentina,1992,male,2834100,8.79,0.7472515337423313,228788617202,7615,Generation X,249,20
Argentina,1992,female,678000,6.78,0.7472515337423313,228788617202,7615,G.I. Generation,46,85
Argentina,1992,female,2538400,5.79,0.7472515337423313,228788617202,7615,Silent,147,65
Argentina,1992,female,3755500,3.73,0.7472515337423313,228788617202,7615,Boomers,140,45
Argentina,1992,female,2329100,3.39,0.7472515337423313,228788617202,7615,Boomers,79,30
Argentina,1992,female,2783500,2.84,0.7472515337423313,228788617202,7615,Generation X,79,20
Argentina,1992,male,3371800,0.65,0.7472515337423313,228788617202,7615,Millenials,22,10
Argentina,1992,female,3276800,0.4,0.7472515337423313,228788617202,7615,Millenials,13,10
Argentina,1993,male,2336300,9.97,0.7472515337423313,236741715015,7768,Boomers,233,30
Argentina,1993,female,698400,8.3,0.7472515337423313,236741715015,7768,G.I. Generation,58,85
Argentina,1993,male,2932300,8.01,0.7472515337423313,236741715015,7768,Generation X,235,20
Argentina,1993,female,2568300,4.91,0.7472515337423313,236741715015,7768,Silent,126,65
Argentina,1993,female,3820400,3.77,0.7472515337423313,236741715015,7768,Boomers,144,45
Argentina,1993,female,2347800,3.24,0.7472515337423313,236741715015,7768,Boomers,76,30
Argentina,1993,female,2879300,2.54,0.7472515337423313,236741715015,7768,Generation X,73,20
Argentina,1993,male,3367500,0.74,0.7472515337423313,236741715015,7768,Millenials,25,10
Argentina,1993,female,3269800,0.49,0.7472515337423313,236741715015,7768,Millenials,16,10
Argentina,1994,male,2369000,9.54,0.7472515337423313,257440000000,8328,Boomers,226,30
Argentina,1994,male,3027200,8.26,0.7472515337423313,257440000000,8328,Generation X,250,20
Argentina,1994,female,2597400,5.2,0.7472515337423313,257440000000,8328,Silent,135,65
Argentina,1994,female,719700,4.72,0.7472515337423313,257440000000,8328,G.I. Generation,34,85
Argentina,1994,female,3885600,4.12,0.7472515337423313,257440000000,8328,Boomers,160,45
Argentina,1994,female,2971300,3.3,0.7472515337423313,257440000000,8328,Generation X,98,20
Argentina,1994,female,2369900,3.04,0.7472515337423313,257440000000,8328,Boomers,72,30
Argentina,1994,male,3363000,0.8,0.7472515337423313,257440000000,8328,Millenials,27,10
Argentina,1994,female,3262900,0.34,0.7472515337423313,257440000000,8328,Millenials,11,10
Argentina,1996,male,2442900,9.25,0.7472515337423313,272149750000,8563,Generation X,226,30
Argentina,1996,male,3185600,8.79,0.7472515337423313,272149750000,8563,Generation X,280,20
Argentina,1996,female,766100,7.7,0.7472515337423313,272149750000,8563,G.I. Generation,59,85
Argentina,1996,female,2653800,4.94,0.7472515337423313,272149750000,8563,Silent,131,65
Argentina,1996,female,4014100,4.38,0.7472515337423313,272149750000,8563,Boomers,176,45
Argentina,1996,female,3123600,3.36,0.7472515337423313,272149750000,8563,Generation X,105,20
Argentina,1996,female,2428400,2.14,0.7472515337423313,272149750000,8563,Generation X,52,30
Argentina,1996,male,3370400,0.42,0.7472515337423313,272149750000,8563,Millenials,14,10
Argentina,1996,female,3266800,0.28,0.7472515337423313,272149750000,8563,Millenials,9,10
Argentina,1997,male,2252148,20.29,0.7472515337423313,292859000000,9057,Silent,457,65
Argentina,1997,male,2460112,8.66,0.7472515337423313,292859000000,9057,Generation X,213,30
Argentina,1997,male,3198193,8.13,0.7472515337423313,292859000000,9057,Generation X,260,20
Argentina,1997,female,854095,5.5,0.7472515337423313,292859000000,9057,G.I. Generation,47,85
Argentina,1997,female,2668528,4.91,0.7472515337423313,292859000000,9057,Silent,131,65
Argentina,1997,female,4083427,4.04,0.7472515337423313,292859000000,9057,Boomers,165,45
Argentina,1997,female,3161000,3.57,0.7472515337423313,292859000000,9057,Generation X,113,20
Argentina,1997,female,2474330,2.91,0.7472515337423313,292859000000,9057,Generation X,72,30
Argentina,1997,male,3429860,0.55,0.7472515337423313,292859000000,9057,Millenials,19,10
Argentina,1997,female,3327355,0.33,0.7472515337423313,292859000000,9057,Millenials,11,10
Argentina,1998,male,3243944,10.08,0.7472515337423313,298948250000,9126,Generation X,327,20
Argentina,1998,male,2497189,10.05,0.7472515337423313,298948250000,9126,Generation X,251,30
Argentina,1998,female,883724,6.0,0.7472515337423313,298948250000,9126,G.I. Generation,53,85
Argentina,1998,female,2696429,5.19,0.7472515337423313,298948250000,9126,Silent,140,65
Argentina,1998,female,3200362,3.56,0.7472515337423313,298948250000,9126,Generation X,114,20
Argentina,1998,female,4143203,3.55,0.7472515337423313,298948250000,9126,Boomers,147,45
Argentina,1998,female,2512005,2.07,0.7472515337423313,298948250000,9126,Generation X,52,30
Argentina,1998,female,3353473,0.6,0.7472515337423313,298948250000,9126,Millenials,20,10
Argentina,1998,male,3456965,0.46,0.7472515337423313,298948250000,9126,Millenials,16,10
Argentina,1999,male,3279728,10.82,0.7472515337423313,283523000000,8546,Generation X,355,20
Argentina,1999,male,2543861,10.42,0.7472515337423313,283523000000,8546,Generation X,265,30
Argentina,1999,female,2727054,5.02,0.7472515337423313,283523000000,8546,Silent,137,65
Argentina,1999,female,912898,4.82,0.7472515337423313,283523000000,8546,G.I. Generation,44,85
Argentina,1999,female,4200203,3.36,0.7472515337423313,283523000000,8546,Boomers,141,45
Argentina,1999,female,3229424,3.13,0.7472515337423313,283523000000,8546,Generation X,101,20
Argentina,1999,female,2559176,1.95,0.7472515337423313,283523000000,8546,Generation X,50,30
Argentina,1999,male,3482230,0.6,0.7472515337423313,283523000000,8546,Millenials,21,10
Argentina,1999,female,3377543,0.59,0.7472515337423313,283523000000,8546,Millenials,20,10
Argentina,2001,male,2675285,14.02,0.7472515337423313,268696750000,7900,Generation X,375,30
Argentina,2001,female,978346,5.83,0.7472515337423313,268696750000,7900,Silent,57,85
Argentina,2001,female,3262682,5.09,0.7472515337423313,268696750000,7900,Millenials,166,20
Argentina,2001,female,2788628,4.91,0.7472515337423313,268696750000,7900,Silent,137,65
Argentina,2001,female,4306817,4.88,0.7472515337423313,268696750000,7900,Boomers,210,45
Argentina,2001,female,2690206,3.05,0.7472515337423313,268696750000,7900,Generation X,82,30
Argentina,2001,male,3519935,0.82,0.7472515337423313,268696750000,7900,Millenials,29,10
Argentina,2001,female,3411619,0.7,0.7472515337423313,268696750000,7900,Millenials,24,10
Argentina,2002,male,2758283,14.94,0.7472515337423313,97724004252,2840,Generation X,412,30
Argentina,2002,female,2819507,6.35,0.7472515337423313,97724004252,2840,Silent,179,65
Argentina,2002,female,1012399,5.73,0.7472515337423313,97724004252,2840,Silent,58,85
Argentina,2002,female,3263542,4.84,0.7472515337423313,97724004252,2840,Millenials,158,20
Argentina,2002,female,4355651,4.45,0.7472515337423313,97724004252,2840,Boomers,194,45
Argentina,2002,female,2772560,3.28,0.7472515337423313,97724004252,2840,Generation X,91,30
Argentina,2002,male,3529201,1.05,0.7472515337423313,97724004252,2840,Millenials,37,10
Argentina,2002,female,3418842,0.67,0.7472515337423313,97724004252,2840,Millenials,23,10
Argentina,2003,male,2845955,16.02,0.7472515337423313,127586973492,3668,Generation X,456,30
Argentina,2003,female,1044188,6.51,0.7472515337423313,127586973492,3668,Silent,68,85
Argentina,2003,female,3258029,5.49,0.7472515337423313,127586973492,3668,Millenials,179,20
Argentina,2003,female,2854473,5.15,0.7472515337423313,127586973492,3668,Silent,147,65
Argentina,2003,female,4402438,4.45,0.7472515337423313,127586973492,3668,Boomers,196,45
Argentina,2003,female,2859003,2.41,0.7472515337423313,127586973492,3668,Generation X,69,30
Argentina,2003,male,3531507,1.05,0.7472515337423313,127586973492,3668,Millenials,37,10
Argentina,2003,female,3419258,0.73,0.7472515337423313,127586973492,3668,Millenials,25,10
Argentina,2004,male,2930079,15.19,0.7472515337423313,164657930453,4683,Generation X,445,30
Argentina,2004,female,3255244,4.88,0.7472515337423313,164657930453,4683,Millenials,159,20
Argentina,2004,female,2895423,4.7,0.7472515337423313,164657930453,4683,Silent,136,65
Argentina,2004,female,1073648,4.66,0.7472515337423313,164657930453,4683,Silent,50,85
Argentina,2004,female,4450210,4.16,0.7472515337423313,164657930453,4683,Boomers,185,45
Argentina,2004,female,2940630,3.37,0.7472515337423313,164657930453,4683,Generation X,99,30
Argentina,2004,male,3530061,1.22,0.7472515337423313,164657930453,4683,Millenials,43,10
Argentina,2004,female,3416244,0.73,0.7472515337423313,164657930453,4683,Millenials,25,10
Argentina,2006,female,3271703,5.35,0.7472515337423313,232557260817,6475,Millenials,175,20
